ID,Tank Failure Pressure (bar),Liquid Ratio (%),Tank Width (m),Tank Length (m),Tank Height (m),Tank Volume ,BLEVE Height (m),Vapour Height (m),Vapour Temperature (K),Liquid Temperature (K),Obstacle Distance to BLEVE (m),Obstacle Width (m),Obstacle Height (m),Obstacle Thickness (m),Obstacle Angle,"Status flag (subcooled=1, superheated=0)",Liquid Critical Pressure (bar),Liquid Boiling Temperature (K),Liquid Critical Temperature (K),Liquid Type,Sensor ID,Sensor Position Side,Sensor Position x,Sensor Position y,Sensor Position z,Duplicate Flag,missing values,Target Pressure (bar)
8720,11.3,0.62,1.21,9.99,2.22,26.835138,1.79,1.01,396.18,363.5,18,4,5,1.18,28,0,42.5,-42,96.7,0,27,5,19.2,11.65,2.5,0,0,0.15713751
3930,11.29,0.44,1.38,2.79,1.19,4.581738,1.39,0.8,389.63,366.86,6,16,7,2.6,1,0,42.5,-42,96.7,0,16,2,6.65,8,-1.6,0,0,0.50446218
7390,11.29,0.88,2.81,8.19,1.81,41.655159,1.58,0.39,293.63,363.68,6,7,11,2.2,2,0,42.5,-42,96.7,0,20,3,8.5,-3.35,3.7,0,0,0.54325652
7395,11.29,0.87,2.79,8.21,1.81,41.459679,1.6,0.4,294.84,363.86,6,7,11,2.21,2,0,42.5,-42,96.7,0,25,5,8.5,3.75,-1.6,0,0,0.39654046
8262,11.29,0.48,1.21,2.19,2.2,5.82978,1.99,1.22,454.67,417.55,15,11,7,2,17,0,37.9,-1,152,1,1,1,17.65,-0.7,-2.4,0,0,0.10766882
8265,11.29,0.48,1.2,2.2,2.21,5.8344,1.99,1.21,453.01,417.49,15,11,7,2.01,17,0,37.9,-1,152,1,4,1,17.65,4.6,-2.4,0,0,0.040097695
8281,11.29,0.48,1.2,2.19,2.21,5.80788,2,1.2,454.12,416.73,15,11,7,2.01,17,0,37.9,-1,152,1,20,3,16.6,-0.95,0.9,0,0,0.31376505
9793,11.29,0.14,0.8,4.41,0.78,2.75184,1.79,0.58,363.51,283.71,6,15,13,2.4,17,1,37.9,-1,152,1,20,3,7.6,-5.75,4.4,0,0,0.12044028
5110,11.28,0.87,2.58,6.02,1.41,21.899556,0.59,0.19,295.18,321.63,7,8,11,0.59,12,0,42.5,-42,96.7,0,8,1,8.95,5.2,4.8,0,0,0.065202869
7375,11.28,0.87,2.79,8.2,1.78,40.72284,1.6,0.4,292.59,362.97,6,7,11,2.22,2,0,42.5,-42,96.7,0,5,1,9.65,0.2,3.7,0,0,0.16878001
7383,11.28,0.87,2.8,8.2,1.81,41.5576,1.6,0.41,294.51,363.85,6,7,11,2.21,2,0,42.5,-42,96.7,0,13,2,7.35,0.2,-1.6,0,0,2.1863971
7394,11.28,0.87,2.79,8.18,1.78,40.623516,1.61,0.4,293.06,363.37,6,7,11,2.19,2,0,42.5,-42,96.7,0,24,4,8.5,3.5,9.3,0,0,0.24128674
8280,11.28,0.48,1.18,2.18,2.18,5.607832,1.99,1.21,453.22,416.62,15,11,7,1.99,17,0,37.9,-1,152,1,19,3,16.6,-0.95,-2.4,0,0,0.3344931
8707,11.28,0.61,1.19,10.02,2.21,26.351598,1.81,0.99,396.16,362.56,18,4,5,1.22,28,0,42.5,-42,96.7,0,14,2,18.55,9.6,0.2,0,0,0.45771274
8713,11.28,0.62,1.22,10,2.18,26.596,1.78,1.01,394.82,363.64,18,4,5,1.19,28,0,42.5,-42,96.7,0,20,3,19.2,7.55,0.2,0,0,0.32067403
8718,11.28,0.62,1.18,10.01,2.19,25.867842,1.79,1.01,397.24,363.3,18,4,5,1.22,28,0,42.5,-42,96.7,0,25,5,19.2,11.65,-2.1,0,0,0.14598124
9780,11.28,0.14,0.78,4.4,0.8,2.7456,1.79,0.58,363.58,284,6,15,13,2.41,17,1,37.9,-1,152,1,7,1,8.85,9.1,-1.9,0,0,0.019194199
9788,11.28,0.14,0.81,4.38,0.82,2.909196,1.79,0.59,364.29,283.75,6,15,13,2.39,17,1,37.9,-1,152,1,15,2,6.35,1.8,10.7,0,0,0.26402679
8267,11.27,0.48,1.18,2.21,2.21,5.763238,2,1.18,453.83,417.27,15,11,7,1.99,17,0,37.9,-1,152,1,6,1,17.65,4.6,4.2,0,0,0.035971936
8285,11.27,0.48,1.21,2.19,2.21,5.856279,2.02,1.18,454.99,416.97,15,11,7,1.99,17,0,37.9,-1,152,1,24,4,16.6,9.9,4.5,0,0,0.073183514
5104,11.26,0.87,2.58,5.99,1.39,21.481338,0.61,0.2,294.83,321.88,7,8,11,0.61,12,0,42.5,-42,96.7,0,2,1,8.95,-2.4,4.8,0,0,0.098619454
5105,11.26,0.87,2.6,6.01,1.38,21.56388,0.59,0.18,293.11,322.1,7,8,11,0.61,12,0,42.5,-42,96.7,0,3,1,8.95,-2.4,10.1,0,0,0.1310437
5121,11.26,0.87,2.59,5.99,1.39,21.564599,0.6,0.2,294.05,321.59,7,8,11,0.62,12,0,42.5,-42,96.7,0,19,3,8.6,-2.65,-0.5,0,0,0.29881698
7380,11.26,0.87,2.78,8.2,1.78,40.57688,1.59,0.41,293.11,363.43,6,7,11,2.22,2,0,42.5,-42,96.7,0,10,2,7.35,-3.1,-1.6,0,0,1.447588
7384,11.26,0.87,2.82,8.21,1.8,41.67396,1.61,0.38,293.09,362.9,6,7,11,2.19,2,0,42.5,-42,96.7,0,14,2,7.35,0.2,3.7,0,0,1.0784004
8266,11.26,0.47,1.2,2.2,2.21,5.8344,2.01,1.19,453.68,417.34,15,11,7,1.98,17,0,37.9,-1,152,1,5,1,17.65,4.6,0.9,0,0,0.053672023
8276,11.26,0.48,1.2,2.18,2.18,5.70288,2.02,1.21,454.44,417.65,15,11,7,1.98,17,0,37.9,-1,152,1,15,2,15.55,4.6,4.2,0,0,0.17918684
8286,11.26,0.48,1.21,2.18,2.2,5.80316,1.99,1.2,452.74,417.7,15,11,7,2.01,17,0,37.9,-1,152,1,25,5,16.6,10.15,-2.4,0,0,0.10271016
7373,11.25,0.88,2.81,8.21,1.8,41.52618,1.61,0.4,293.49,363.14,6,7,11,2.22,2,0,42.5,-42,96.7,0,3,1,9.65,-3.1,9,0,0,0.17219871
8705,11.25,0.62,1.21,10.02,2.22,26.915724,1.81,0.99,396.77,362.72,18,4,5,1.21,28,0,42.5,-42,96.7,0,12,2,18.55,7.8,2.5,0,0,0.39291149
8708,11.25,0.62,1.21,9.98,2.21,26.687518,1.78,0.99,396.16,363.23,18,4,5,1.2,28,0,42.5,-42,96.7,0,15,2,18.55,9.6,2.5,0,0,0.41316438
8719,11.24,0.62,1.2,10.01,2.2,26.4264,1.79,0.98,396.44,363.3,18,4,5,1.18,28,0,42.5,-42,96.7,0,26,5,19.2,11.65,0.2,0,0,0.14558384
9774,11.24,0.14,0.79,4.39,0.79,2.739799,1.79,0.61,362.72,283.66,6,15,13,2.39,17,1,37.9,-1,152,1,1,1,8.85,-5.5,-1.9,0,0,0.069695927
3917,11.23,0.44,1.41,2.8,1.19,4.69812,1.4,0.8,389.35,366.67,6,16,7,2.6,1,0,42.5,-42,96.7,0,3,1,9.35,-7.6,5,0,0,0.070623532
5122,11.23,0.87,2.59,6.01,1.41,21.947919,0.58,0.19,294.98,321.84,7,8,11,0.61,12,0,42.5,-42,96.7,0,20,3,8.6,-2.65,4.8,0,0,0.30794811
7374,11.23,0.87,2.81,8.19,1.81,41.655159,1.61,0.38,294.85,363.62,6,7,11,2.2,2,0,42.5,-42,96.7,0,4,1,9.65,0.2,-1.6,0,0,0.15813167
7381,11.23,0.87,2.8,8.2,1.81,41.5576,1.62,0.38,293.58,364.34,6,7,11,2.21,2,0,42.5,-42,96.7,0,11,2,7.35,-3.1,3.7,0,0,0.83459663
7397,11.23,0.87,2.79,8.19,1.78,40.673178,1.59,0.4,294.93,363.38,6,7,11,2.21,2,0,42.5,-42,96.7,0,27,5,8.5,3.75,9,0,0,0.25440305
8269,11.23,0.47,1.2,2.22,2.19,5.83416,1.98,1.22,452.45,417.57,15,11,7,1.98,17,0,37.9,-1,152,1,8,1,17.65,9.9,0.9,0,0,0.035170875
8603,11.22,0.77,0.42,7.79,2.61,8.539398,0.58,0.62,379.81,320.24,10,3,11,1.8,27,0,42.5,-42,96.7,0,18,2,10.15,6.3,9.9,0,0,0.17818479
6937,11.21,0.37,2.2,8.79,1.6,30.9408,1.4,1.22,510.13,365.56,11,6,4,1.01,2,0,37.9,-1,152,1,26,5,12.6,3.45,0,0,0,0.49220172
9787,11.21,0.13,0.8,4.41,0.81,2.85768,1.81,0.62,362.79,283.58,6,15,13,2.41,17,1,37.9,-1,152,1,14,2,6.35,1.8,4.4,0,0,0.40380573
5109,11.2,0.87,2.62,6.01,1.42,22.359604,0.6,0.22,294.78,322.32,7,8,11,0.59,12,0,42.5,-42,96.7,0,7,1,8.95,5.2,-0.5,0,0,0.057655785
5119,11.2,0.87,2.6,6,1.41,21.996,0.62,0.21,295.22,322.19,7,8,11,0.59,12,0,42.5,-42,96.7,0,17,2,8.25,5.2,4.8,0,0,0.45020449
5120,11.2,0.87,2.58,6,1.42,21.9816,0.6,0.2,293.52,322.04,7,8,11,0.6,12,0,42.5,-42,96.7,0,18,2,8.25,5.2,10.1,0,0,0.39094129
8263,11.2,0.48,1.22,2.21,2.19,5.904678,2.02,1.21,454.27,417.07,15,11,7,2,17,0,37.9,-1,152,1,2,1,17.65,-0.7,0.9,0,0,0.10544272
8272,11.2,0.48,1.19,2.21,2.22,5.838378,1.99,1.21,454.08,416.72,15,11,7,2.02,17,0,37.9,-1,152,1,11,2,15.55,-0.7,0.9,0,0,0.50174475
5113,11.19,0.87,2.61,6.01,1.42,22.274262,0.62,0.21,295.62,321.82,7,8,11,0.59,12,0,42.5,-42,96.7,0,11,2,8.25,-2.4,4.8,0,0,0.6615594
5116,11.19,0.87,2.61,5.98,1.41,22.006998,0.6,0.19,294.28,321.46,7,8,11,0.59,12,0,42.5,-42,96.7,0,14,2,8.25,1.4,4.8,0,0,0.80755025
5117,11.19,0.87,2.61,6.01,1.38,21.646818,0.58,0.19,294.34,321.37,7,8,11,0.61,12,0,42.5,-42,96.7,0,15,2,8.25,1.4,10.1,0,0,0.53141099
5124,11.19,0.87,2.61,6,1.41,22.0806,0.6,0.22,292.51,321.41,7,8,11,0.61,12,0,42.5,-42,96.7,0,22,4,8.6,-2.4,10.4,0,0,0.20167674
5125,11.19,0.88,2.59,6,1.39,21.6006,0.61,0.2,293.38,322.26,7,8,11,0.59,12,0,42.5,-42,96.7,0,23,4,8.6,1.4,10.4,0,0,0.18293561
5128,11.19,0.87,2.62,5.98,1.4,21.93464,0.58,0.21,293.84,321.98,7,8,11,0.6,12,0,42.5,-42,96.7,0,26,5,8.6,5.45,4.8,0,0,0.19402541
8283,11.19,0.47,1.21,2.21,2.2,5.88302,1.99,1.19,452.39,417.14,15,11,7,2.02,17,0,37.9,-1,152,1,22,4,16.6,-0.7,4.5,0,0,0.14866908
9790,11.19,0.14,0.79,4.4,0.81,2.81556,1.8,0.61,362.86,283.13,6,15,13,2.39,17,1,37.9,-1,152,1,17,2,6.35,9.1,4.4,0,0,0.11831609
5103,11.18,0.87,2.6,5.99,1.41,21.95934,0.58,0.19,293.66,321.75,7,8,11,0.59,12,0,42.5,-42,96.7,0,1,1,8.95,-2.4,-0.5,0,0,0.090210266
5108,11.18,0.87,2.59,6,1.39,21.6006,0.62,0.21,294.09,322.11,7,8,11,0.62,12,0,42.5,-42,96.7,0,6,1,8.95,1.4,10.1,0,0,0.057817355
5115,11.18,0.87,2.61,6.01,1.4,21.96054,0.59,0.21,292.79,321.69,7,8,11,0.6,12,0,42.5,-42,96.7,0,13,2,8.25,1.4,-0.5,0,0,0.86079794
5129,11.18,0.87,2.6,6.01,1.38,21.56388,0.6,0.19,294.38,321.55,7,8,11,0.6,12,0,42.5,-42,96.7,0,27,5,8.6,5.45,10.1,0,0,0.17729795
7376,11.18,0.87,2.8,8.18,1.8,41.2272,1.61,0.4,294.45,363.51,6,7,11,2.21,2,0,42.5,-42,96.7,0,6,1,9.65,0.2,9,0,0,0.1223187
7543,11.18,0.58,2.41,2.4,2.8,16.1952,0.01,1.2,496.1,338.5,10,6,11,2.41,29,1,37.9,-1,152,1,11,2,11.15,2.8,4.9,0,0,0.35757363
8278,11.18,0.48,1.22,2.2,2.2,5.9048,2,1.21,453.89,417.47,15,11,7,2.01,17,0,37.9,-1,152,1,17,2,15.55,9.9,0.9,0,0,0.27942073
9785,11.18,0.14,0.8,4.41,0.79,2.78712,1.78,0.6,363,283.72,6,15,13,2.39,17,1,37.9,-1,152,1,12,2,6.35,-5.5,10.7,0,0,0.15710609
9796,11.18,0.14,0.79,4.39,0.79,2.739799,1.82,0.61,364.11,283.86,6,15,13,2.41,17,1,37.9,-1,152,1,23,4,7.6,1.8,11,0,0,0.060361434
9798,11.18,0.14,0.81,4.39,0.8,2.84472,1.79,0.61,364.44,283.45,6,15,13,2.39,17,1,37.9,-1,152,1,25,5,7.6,9.35,-1.9,0,0,0.058731329
5106,11.17,0.87,2.59,5.99,1.39,21.564599,0.58,0.18,292.45,322.09,7,8,11,0.59,12,0,42.5,-42,96.7,0,4,1,8.95,1.4,-0.5,0,0,0.080187082
6005,11.17,0.45,3.01,4.99,1.21,18.174079,1,0.6,459.09,310.31,18,11,14,1.21,27,1,37.9,-1,152,1,12,2,19.45,3.9,12.5,0,0,0.13332738
8274,11.17,0.47,1.21,2.2,2.2,5.8564,2.01,1.21,454.74,417.05,15,11,7,2,17,0,37.9,-1,152,1,13,2,15.55,4.6,-2.4,0,0,0.38125023
5995,11.16,0.45,2.98,4.98,1.19,17.660076,1.02,0.6,461.3,311.02,18,11,14,1.21,27,1,37.9,-1,152,1,2,1,20.75,3.9,5.7,0,0,0.055862788
5999,11.16,0.45,2.99,5.02,1.21,18.161858,1.01,0.61,461.58,309.91,18,11,14,1.22,27,1,37.9,-1,152,1,6,1,20.75,9.2,12.5,0,0,0.025756316
6915,11.16,0.37,2.18,8.79,1.61,30.851142,1.41,1.22,509.48,365.64,11,6,4,1.01,2,0,37.9,-1,152,1,4,1,13.15,0.4,-1.8,0,0,0.35041758
7535,11.16,0.58,2.4,2.41,2.8,16.1952,-0.01,1.21,497.46,338.62,10,6,11,2.39,29,1,37.9,-1,152,1,3,1,13.65,2.8,10.2,0,0,0.081954494
8287,11.15,0.47,1.22,2.19,2.2,5.87796,2.02,1.18,452.7,417.08,15,11,7,2,17,0,37.9,-1,152,1,26,5,16.6,10.15,0.9,0,0,0.096100859
8711,11.15,0.62,1.19,9.98,2.21,26.246402,1.8,1,396.32,362.89,18,4,5,1.21,28,0,42.5,-42,96.7,0,18,2,18.55,11.4,2.5,0,0,0.35258082
9791,11.15,0.14,0.8,4.41,0.81,2.85768,1.8,0.6,365.03,283.84,6,15,13,2.39,17,1,37.9,-1,152,1,18,2,6.35,9.1,10.7,0,0,0.10789727
7379,11.14,0.87,2.79,8.21,1.8,41.23062,1.6,0.41,294.37,363.68,6,7,11,2.2,2,0,42.5,-42,96.7,0,9,1,9.65,3.5,9,0,0,0.10982193
8268,11.14,0.48,1.22,2.18,2.22,5.904312,2.01,1.2,453.5,417.04,15,11,7,1.99,17,0,37.9,-1,152,1,7,1,17.65,9.9,-2.4,0,0,0.053108998
8282,11.14,0.47,1.22,2.18,2.22,5.904312,1.99,1.19,453.93,417.67,15,11,7,1.99,17,0,37.9,-1,152,1,21,3,16.6,-0.95,4.2,0,0,0.1805885
8284,11.14,0.48,1.18,2.18,2.21,5.685004,2,1.19,453.76,416.44,15,11,7,1.99,17,0,37.9,-1,152,1,23,4,16.6,4.6,4.5,0,0,0.080869205
5112,11.13,0.87,2.61,5.98,1.4,21.85092,0.62,0.21,293.65,321.92,7,8,11,0.58,12,0,42.5,-42,96.7,0,10,2,8.25,-2.4,-0.5,0,0,0.68280625
7544,11.13,0.58,2.42,2.42,2.82,16.515048,0.01,1.2,496.31,338.73,10,6,11,2.39,29,1,37.9,-1,152,1,12,2,11.15,2.8,10.2,0,0,0.28557363
8270,11.13,0.48,1.19,2.22,2.21,5.838378,2,1.21,453.88,416.88,15,11,7,2.02,17,0,37.9,-1,152,1,9,1,17.65,9.9,4.2,0,0,0.043559626
8275,11.13,0.48,1.22,2.22,2.2,5.95848,1.99,1.21,454.85,416.92,15,11,7,1.99,17,0,37.9,-1,152,1,14,2,15.55,4.6,0.9,0,0,0.30805114
8279,11.13,0.48,1.21,2.18,2.18,5.750404,2.02,1.22,453.78,417.19,15,11,7,2.01,17,0,37.9,-1,152,1,18,2,15.55,9.9,4.2,0,0,0.15499665
9779,11.12,0.14,0.81,4.41,0.8,2.85768,1.78,0.61,363.54,283.16,6,15,13,2.42,17,1,37.9,-1,152,1,6,1,8.85,1.8,10.7,0,0,0.031786297
9792,11.12,0.14,0.81,4.39,0.79,2.809161,1.8,0.6,364.14,283.72,6,15,13,2.4,17,1,37.9,-1,152,1,19,3,7.6,-5.75,-1.9,0,0,0.14346752
9794,11.12,0.13,0.79,4.41,0.82,2.856798,1.8,0.6,364.41,283.85,6,15,13,2.4,17,1,37.9,-1,152,1,21,3,7.6,-5.75,10.7,0,0,0.064949982
6002,11.11,0.45,3.02,4.99,1.2,18.08376,0.98,0.58,462.03,310.12,18,11,14,1.18,27,1,37.9,-1,152,1,9,1,20.75,14.5,12.5,0,0,0.045893565
7545,11.11,0.59,2.38,2.39,2.78,15.813196,0,1.2,495.33,338.5,10,6,11,2.41,29,1,37.9,-1,152,1,13,2,11.15,5.6,-0.4,0,0,0.42258471
8706,11.11,0.62,1.22,10,2.21,26.962,1.8,0.99,396.32,362.89,18,4,5,1.2,28,0,42.5,-42,96.7,0,13,2,18.55,9.6,-2.1,0,0,0.45943335
8709,11.11,0.62,1.18,10.02,2.2,26.01192,1.79,1.01,397.85,362.94,18,4,5,1.22,28,0,42.5,-42,96.7,0,16,2,18.55,11.4,-2.1,0,0,0.39073843
5114,11.1,0.87,2.61,5.99,1.39,21.731121,0.59,0.21,294.34,321.92,7,8,11,0.6,12,0,42.5,-42,96.7,0,12,2,8.25,-2.4,10.1,0,0,0.46666378
6014,11.1,0.44,2.98,4.99,1.19,17.695538,0.99,0.58,461.14,310.87,18,11,14,1.21,27,1,37.9,-1,152,1,21,3,20.1,3.65,12.5,0,0,0.094664864
7377,11.1,0.87,2.78,8.18,1.81,41.160124,1.61,0.41,293.06,363.4,6,7,11,2.19,2,0,42.5,-42,96.7,0,7,1,9.65,3.5,-1.6,0,0,0.10219944
8148,11.1,0.77,0.6,6.81,1.62,6.61932,1.58,0.4,465.06,321.97,6,13,12,1.2,17,1,37.9,-1,152,1,22,4,6.9,-4.5,10.3,0,0,0.071148865
5127,11.09,0.87,2.58,5.99,1.4,21.63588,0.61,0.22,293.31,322.11,7,8,11,0.58,12,0,42.5,-42,96.7,0,25,5,8.6,5.45,-0.5,0,0,0.17935449
6006,11.09,0.45,2.99,5,1.21,18.0895,0.99,0.59,461.1,310.76,18,11,14,1.21,27,1,37.9,-1,152,1,13,2,19.45,9.2,-1.1,0,0,0.20187959
7546,11.09,0.59,2.4,2.4,2.79,16.0704,-0.02,1.18,496.59,338.86,10,6,11,2.39,29,1,37.9,-1,152,1,14,2,11.15,5.6,4.9,0,0,0.41901812
8151,11.08,0.77,0.59,6.81,1.61,6.468819,1.59,0.38,464.14,322.25,6,13,12,1.19,17,1,37.9,-1,152,1,25,5,6.9,8.35,-1.6,0,0,0.067287751
8698,11.08,0.62,1.18,9.98,2.21,26.025844,1.81,1,396.47,363.35,18,4,5,1.21,28,0,42.5,-42,96.7,0,5,1,19.85,9.6,0.2,0,0,0.093690917
5994,11.07,0.45,2.98,5.02,1.2,17.95152,1.01,0.61,460.72,310.09,18,11,14,1.21,27,1,37.9,-1,152,1,1,1,20.75,3.9,-1.1,0,0,0.055635598
7551,11.07,0.59,2.41,2.41,2.8,16.26268,0,1.19,495.77,338.93,10,6,11,2.38,29,1,37.9,-1,152,1,19,3,12.4,2.55,-0.4,0,0,0.23719242
7557,11.07,0.58,2.41,2.38,2.79,16.002882,0,1.19,496.96,338.35,10,6,11,2.41,29,1,37.9,-1,152,1,25,5,12.4,8.65,-0.4,0,0,0.1103421
8264,11.07,0.48,1.2,2.19,2.22,5.83416,2,1.21,453.34,417.56,15,11,7,2.01,17,0,37.9,-1,152,1,3,1,17.65,-0.7,4.2,0,0,0.10667141
8288,11.07,0.48,1.21,2.18,2.19,5.776782,1.99,1.18,454.45,417.34,15,11,7,2.01,17,0,37.9,-1,152,1,27,5,16.6,10.15,4.2,0,0,0.073556833
9781,11.07,0.14,0.79,4.4,0.79,2.74604,1.8,0.58,363.17,283.08,6,15,13,2.4,17,1,37.9,-1,152,1,8,1,8.85,9.1,4.4,0,0,0.016098388
6009,11.06,0.45,3.01,4.99,1.2,18.02388,1.01,0.6,461.71,310.65,18,11,14,1.2,27,1,37.9,-1,152,1,16,2,19.45,14.5,-1.1,0,0,0.15308218
6019,11.06,0.44,2.98,4.99,1.21,17.992942,1.01,0.61,460.79,310.37,18,11,14,1.21,27,1,37.9,-1,152,1,26,5,20.1,14.75,5.7,0,0,0.065517537
9800,11.06,0.14,0.81,4.39,0.81,2.880279,1.78,0.59,363.48,283.01,6,15,13,2.4,17,1,37.9,-1,152,1,27,5,7.6,9.35,10.7,0,0,0.035108685
7550,11.05,0.58,2.38,2.41,2.81,16.117598,0.01,1.18,496.26,338.59,10,6,11,2.4,29,1,37.9,-1,152,1,18,2,11.15,8.4,10.2,0,0,0.31951991
8127,11.05,0.77,0.6,6.8,1.58,6.4464,1.61,0.4,463.8,321.98,6,13,12,1.18,17,1,37.9,-1,152,1,1,1,7.55,-4.5,-1.6,0,0,0.068456918
6000,11.04,0.45,3.01,5,1.19,17.9095,0.98,0.6,461.5,310.44,18,11,14,1.18,27,1,37.9,-1,152,1,7,1,20.75,14.5,-1.1,0,0,0.023580501
7554,11.04,0.59,2.38,2.38,2.81,15.916964,-0.01,1.19,496.57,337.8,10,6,11,2.42,29,1,37.9,-1,152,1,22,4,12.4,2.8,10.5,0,0,0.10725746
7558,11.04,0.58,2.4,2.38,2.78,15.87936,0.01,1.18,496.01,338.71,10,6,11,2.39,29,1,37.9,-1,152,1,26,5,12.4,8.65,4.9,0,0,0.11099403
9799,11.03,0.14,0.81,4.42,0.79,2.828358,1.79,0.6,362.44,283.27,6,15,13,2.41,17,1,37.9,-1,152,1,26,5,7.6,9.35,4.4,0,0,0.041199401
6001,11.02,0.45,2.99,4.99,1.19,17.754919,1.01,0.59,461.93,310.46,18,11,14,1.18,27,1,37.9,-1,152,1,8,1,20.75,14.5,5.7,0,0,0.02443731
6010,11.02,0.44,3.01,5,1.2,18.06,1.01,0.58,461.91,310.39,18,11,14,1.21,27,1,37.9,-1,152,1,17,2,19.45,14.5,5.7,0,0,0.15873623
9784,11.02,0.14,0.81,4.42,0.79,2.828358,1.82,0.6,364.04,283.7,6,15,13,2.41,17,1,37.9,-1,152,1,11,2,6.35,-5.5,4.4,0,0,0.21020867
5111,11.01,0.87,2.58,6.01,1.42,22.018236,0.59,0.19,294.44,322.07,7,8,11,0.61,12,0,42.5,-42,96.7,0,9,1,8.95,5.2,10.1,0,0,0.097406588
6912,11.01,0.37,2.21,8.81,1.59,30.957459,1.42,1.21,510.28,366.02,11,6,4,0.98,2,0,37.9,-1,152,1,1,1,13.15,-2.4,-1.8,0,0,0.195426
6914,11.01,0.37,2.21,8.8,1.6,31.1168,1.4,1.21,510.58,365.56,11,6,4,1,2,0,37.9,-1,152,1,3,1,13.15,-2.4,1.8,0,0,0.33392683
7537,11.01,0.59,2.4,2.42,2.78,16.14624,0,1.2,496.29,338.42,10,6,11,2.42,29,1,37.9,-1,152,1,5,1,13.65,5.6,4.9,0,0,0.037930604
7541,11.01,0.59,2.38,2.39,2.82,16.040724,-0.01,1.19,496.71,338.41,10,6,11,2.38,29,1,37.9,-1,152,1,9,1,13.65,8.4,10.2,0,0,0.065662749
7553,11.01,0.58,2.41,2.4,2.8,16.1952,-0.01,1.2,495.91,339.65,10,6,11,2.38,29,1,37.9,-1,152,1,21,3,12.4,2.55,10.2,0,0,0.19321242
6011,11,0.45,2.99,4.99,1.19,17.754919,0.99,0.59,462.36,310.82,18,11,14,1.21,27,1,37.9,-1,152,1,18,2,19.45,14.5,12.5,0,0,0.12956868
6015,11,0.45,3.01,4.99,1.22,18.324278,1.01,0.59,461.09,310.42,18,11,14,1.19,27,1,37.9,-1,152,1,22,4,20.1,3.9,12.8,0,0,0.074003905
8134,11,0.77,0.58,6.81,1.61,6.359178,1.58,0.41,462.13,322.18,6,13,12,1.2,17,1,37.9,-1,152,1,8,1,7.55,8.1,4.2,0,0,0.030706678
8271,11,0.48,1.2,2.19,2.19,5.75532,2,1.22,454.44,416.24,15,11,7,1.98,17,0,37.9,-1,152,1,10,2,15.55,-0.7,-2.4,0,0,0.56991148
8714,11,0.62,1.22,10,2.19,26.718,1.81,0.99,396.97,363.08,18,4,5,1.19,28,0,42.5,-42,96.7,0,21,3,19.2,7.55,2.5,0,0,0.29601878
5996,10.98,0.45,2.99,4.99,1.21,18.053321,1,0.61,461.79,310.8,18,11,14,1.21,27,1,37.9,-1,152,1,3,1,20.75,3.9,12.5,0,0,0.052591071
6018,10.98,0.45,3.01,5,1.21,18.2105,0.98,0.61,461.08,310.85,18,11,14,1.22,27,1,37.9,-1,152,1,25,5,20.1,14.75,-1.1,0,0,0.0631871
7556,10.98,0.59,2.41,2.38,2.8,16.06024,-0.01,1.18,497.78,337.95,10,6,11,2.4,29,1,37.9,-1,152,1,24,4,12.4,8.4,10.5,0,0,0.11213962
8128,10.98,0.77,0.58,6.79,1.59,6.261738,1.58,0.41,462.54,322.35,6,13,12,1.2,17,1,37.9,-1,152,1,2,1,7.55,-4.5,4.2,0,0,0.04044034
6919,10.97,0.37,2.22,8.81,1.59,31.097538,1.38,1.21,509.64,365.64,11,6,4,1,2,0,37.9,-1,152,1,8,1,13.15,3.2,0,0,0,0.13308406
7549,10.97,0.59,2.41,2.4,2.79,16.13736,0,1.21,496.53,338.67,10,6,11,2.4,29,1,37.9,-1,152,1,17,2,11.15,8.4,4.9,0,0,0.38851175
8142,10.97,0.77,0.61,6.79,1.59,6.585621,1.58,0.41,464.55,321.98,6,13,12,1.2,17,1,37.9,-1,152,1,16,2,6.25,8.1,-1.6,0,0,0.21168675
9777,10.97,0.14,0.81,4.41,0.82,2.929122,1.79,0.6,363.35,283.42,6,15,13,2.39,17,1,37.9,-1,152,1,4,1,8.85,1.8,-1.9,0,0,0.022120953
6012,10.96,0.44,3.01,5,1.19,17.9095,1.01,0.6,461.66,310.62,18,11,14,1.19,27,1,37.9,-1,152,1,19,3,20.1,3.65,-1.1,0,0,0.13657488
6913,10.96,0.37,2.2,8.8,1.61,31.1696,1.39,1.19,508.83,366.01,11,6,4,1,2,0,37.9,-1,152,1,2,1,13.15,-2.4,0,0,0,0.198118
6931,10.96,0.37,2.19,8.8,1.61,31.02792,1.41,1.2,509.52,365.64,11,6,4,0.98,2,0,37.9,-1,152,1,20,3,12.6,-2.65,0,0,0,0.83573592
7534,10.96,0.58,2.41,2.39,2.81,16.185319,-0.01,1.18,495.96,338.41,10,6,11,2.38,29,1,37.9,-1,152,1,2,1,13.65,2.8,4.9,0,0,0.083517119
7552,10.96,0.58,2.38,2.38,2.82,15.973608,-0.01,1.19,496.81,338.15,10,6,11,2.41,29,1,37.9,-1,152,1,20,3,12.4,2.55,4.9,0,0,0.23061949
7555,10.96,0.59,2.4,2.39,2.79,16.00344,-0.02,1.19,498.02,338.87,10,6,11,2.39,29,1,37.9,-1,152,1,23,4,12.4,5.6,10.5,0,0,0.094624661
